"","seqnames","start","end","width","5k_mdpt_bin","tu_perc"
"235","NC_000913.3",2912412,2912855,444,583,0
"236","NC_000913.3",2913328,2914073,746,583,0
"237","NC_000913.3",2914642,2915689,1048,584,0
"238","NC_000913.3",2921083,2921750,668,585,1
"239","NC_000913.3",2922071,2922649,579,585,0.151986183074266
"240","NC_000913.3",2923811,2924281,471,585,0
"241","NC_000913.3",2924697,2925470,774,586,0
"242","NC_000913.3",2927073,2929964,2892,586,0.0273167358229599
"243","NC_000913.3",2934932,2935363,432,588,1
"244","NC_000913.3",2940692,2941593,902,589,0.28159645232816
"245","NC_000913.3",2942575,2943212,638,589,0.677115987460815
"246","NC_000913.3",2946903,2947690,788,590,0
"247","NC_000913.3",2965903,2966524,622,594,0
"248","NC_000913.3",2967697,2969337,1641,594,0
"249","NC_000913.3",2970098,2971711,1614,595,0
"250","NC_000913.3",2975823,2977141,1319,596,0
"251","NC_000913.3",2984711,2987075,2365,598,0
"252","NC_000913.3",2998799,2999321,523,600,0
"253","NC_000913.3",3020298,3020731,434,605,0
"254","NC_000913.3",3030872,3031425,554,607,0
"255","NC_000913.3",3036104,3036556,453,608,0
"256","NC_000913.3",3038034,3039166,1133,608,0
"257","NC_000913.3",3039528,3039993,466,608,0
"258","NC_000913.3",3040300,3041910,1611,609,0
"259","NC_000913.3",3043666,3044081,416,609,0
"260","NC_000913.3",3053559,3054066,508,611,0
"261","NC_000913.3",3054872,3056408,1537,612,0
"262","NC_000913.3",3059173,3059790,618,612,0
"263","NC_000913.3",3071998,3073936,1939,615,1
"264","NC_000913.3",3081442,3082305,864,617,0
"265","NC_000913.3",3083801,3089378,5578,618,0.0518106848332736
"266","NC_000913.3",3090522,3091101,580,619,0.56551724137931
"267","NC_000913.3",3110143,3110495,353,623,0
"268","NC_000913.3",3116439,3116788,350,624,1
"269","NC_000913.3",3117183,3117661,479,624,0.0918580375782881
"270","NC_000913.3",3119026,3119690,665,624,1
"271","NC_000913.3",3145124,3145494,371,630,0
"272","NC_000913.3",3146016,3146862,847,630,0
"273","NC_000913.3",3150803,3152521,1719,631,0
"274","NC_000913.3",3152751,3153824,1074,631,0.466480446927374
"275","NC_000913.3",3156341,3156905,565,632,0
"276","NC_000913.3",3165843,3166301,459,634,0
"277","NC_000913.3",3167750,3168837,1088,634,0
"278","NC_000913.3",3175678,3176236,559,636,0.384615384615385
"279","NC_000913.3",3176762,3179290,2529,636,1
"280","NC_000913.3",3183915,3185437,1523,637,0
"281","NC_000913.3",3194655,3195452,798,640,0
"282","NC_000913.3",3200795,3202140,1346,641,0.264487369985141
"283","NC_000913.3",3210093,3213206,3114,643,0.904624277456647
"284","NC_000913.3",3237493,3237958,466,648,0
"285","NC_000913.3",3247242,3247929,688,650,0
"286","NC_000913.3",3254056,3254551,496,651,1
"287","NC_000913.3",3292293,3292764,472,659,1
"288","NC_000913.3",3293320,3293685,366,659,0.377049180327869
"289","NC_000913.3",3307301,3308941,1641,662,0
"290","NC_000913.3",3310992,3311910,919,663,0
"291","NC_000913.3",3315044,3316509,1466,664,0
"292","NC_000913.3",3316818,3318760,1943,664,0
"293","NC_000913.3",3319974,3320849,876,665,0
"294","NC_000913.3",3321839,3322816,978,665,0
"295","NC_000913.3",3325008,3329081,4074,666,0
"296","NC_000913.3",3332427,3335205,2779,667,0
"297","NC_000913.3",3336084,3337295,1212,668,0
"298","NC_000913.3",3337656,3344289,6634,669,0.903527283690081
"299","NC_000913.3",3345137,3346001,865,670,1
"300","NC_000913.3",3353976,3356216,2241,672,1
"301","NC_000913.3",3377337,3380934,3598,676,0.603390772651473
"302","NC_000913.3",3384152,3384948,797,677,0
"303","NC_000913.3",3399482,3400068,587,680,1
"304","NC_000913.3",3400479,3403707,3229,681,0.270981728089192
"305","NC_000913.3",3404160,3406452,2293,682,0.460968163977322
"306","NC_000913.3",3406800,3407629,830,682,1
"307","NC_000913.3",3423215,3434087,10873,686,0.341120206014899
"308","NC_000913.3",3439633,3455248,15616,690,0
"309","NC_000913.3",3455638,3456078,441,692,0
"310","NC_000913.3",3470164,3476287,6124,695,0
"311","NC_000913.3",3476831,3478062,1232,696,1
"312","NC_000913.3",3478498,3480211,1714,696,0.925904317386231
"313","NC_000913.3",3480509,3481454,946,697,1
"314","NC_000913.3",3485185,3487223,2039,698,0.848455125061305
"315","NC_000913.3",3491983,3493996,2014,699,0.987586891757696
"316","NC_000913.3",3516786,3518724,1939,704,0
"317","NC_000913.3",3519002,3521092,2091,705,0.0961262553802009
"318","NC_000913.3",3522151,3523319,1169,705,1
"319","NC_000913.3",3525461,3527673,2213,706,0.971079981924989
"320","NC_000913.3",3536401,3537243,843,708,1
"321","NC_000913.3",3537749,3538443,695,708,0.525179856115108
"322","NC_000913.3",3539771,3540697,927,709,1
"323","NC_000913.3",3543155,3543541,387,709,0
"324","NC_000913.3",3546216,3547475,1260,710,0
"325","NC_000913.3",3550094,3550960,867,711,0
"326","NC_000913.3",3552101,3553866,1766,711,0.976217440543601
"327","NC_000913.3",3560369,3562939,2571,713,0.304939712174251
"328","NC_000913.3",3574577,3575202,626,715,1
"329","NC_000913.3",3576546,3577871,1326,716,0.153092006033183
"330","NC_000913.3",3580597,3581931,1335,717,0
"331","NC_000913.3",3590183,3592311,2129,719,0.81305777360263
"332","NC_000913.3",3597556,3597995,440,720,0
"333","NC_000913.3",3600533,3601344,812,721,0
"334","NC_000913.3",3602634,3605881,3248,721,0
"335","NC_000913.3",3606206,3606601,396,722,0
"336","NC_000913.3",3608605,3609788,1184,722,0
"337","NC_000913.3",3630569,3631429,861,727,0
"338","NC_000913.3",3634183,3636280,2098,728,0
"339","NC_000913.3",3637013,3638771,1759,728,0
"340","NC_000913.3",3639274,3640297,1024,728,0
"341","NC_000913.3",3656741,3657515,775,732,0
"342","NC_000913.3",3658050,3658577,528,732,0
"343","NC_000913.3",3682637,3683802,1166,737,0.897084048027444
"344","NC_000913.3",3684182,3684687,506,737,1
"345","NC_000913.3",3695937,3696970,1034,740,1
"346","NC_000913.3",3709930,3710851,922,743,0
"347","NC_000913.3",3711796,3713169,1374,743,0.791120815138282
"348","NC_000913.3",3717574,3720391,2818,744,0
"349","NC_000913.3",3725077,3726647,1571,746,0.451304901336728
"350","NC_000913.3",3733826,3734446,621,747,0
"351","NC_000913.3",3735265,3735927,663,748,0
"352","NC_000913.3",3765584,3766309,726,754,0
"353","NC_000913.3",3771806,3772434,629,755,1
"354","NC_000913.3",3776278,3776931,654,756,0
"355","NC_000913.3",3783912,3786389,2478,758,1
"356","NC_000913.3",3791921,3795499,3579,759,0.989941324392288
"357","NC_000913.3",3796781,3809866,13086,761,0.134876967751796
"358","NC_000913.3",3811121,3812882,1762,763,0
"359","NC_000913.3",3813447,3814053,607,763,0
"360","NC_000913.3",3816318,3816913,596,764,0
"361","NC_000913.3",3817778,3818653,876,764,0
"362","NC_000913.3",3819410,3819958,549,764,0
"363","NC_000913.3",3821017,3822001,985,765,1
"364","NC_000913.3",3822517,3823491,975,765,1
"365","NC_000913.3",3853523,3854129,607,771,0
"366","NC_000913.3",3881154,3886737,5584,777,0
"367","NC_000913.3",3906615,3912041,5427,782,0.540445918555371
"368","NC_000913.3",3914526,3915859,1334,784,0
"369","NC_000913.3",3916405,3923899,7495,785,0
"370","NC_000913.3",3924276,3927326,3051,786,0.377908882333661
"371","NC_000913.3",3929011,3929418,408,786,0.759803921568627
"372","NC_000913.3",3930267,3934967,4701,787,0.199957455860455
"373","NC_000913.3",3935446,3937870,2425,788,0.273814432989691
"374","NC_000913.3",3939303,3947220,7918,789,0.00934579439252336
"375","NC_000913.3",3964148,3968171,4024,794,0.97837972166998
"376","NC_000913.3",3968566,3969445,880,794,1
"377","NC_000913.3",3982135,3983038,904,797,0.735619469026549
"378","NC_000913.3",3990348,3992843,2496,799,0.550480769230769
"379","NC_000913.3",3994132,3994879,748,799,0
"380","NC_000913.3",4003984,4005418,1435,801,1
"381","NC_000913.3",4015979,4017087,1109,804,0.190261496844004
"382","NC_000913.3",4028942,4029494,553,806,0.714285714285714
"383","NC_000913.3",4032899,4040844,7946,808,0.0894789831361691
"384","NC_000913.3",4057106,4057479,374,812,1
"385","NC_000913.3",4057835,4058465,631,812,0.662440570522979
"386","NC_000913.3",4085236,4086197,962,818,0
"387","NC_000913.3",4100362,4100860,499,821,0
"388","NC_000913.3",4105461,4105803,343,822,0
"389","NC_000913.3",4111258,4111764,507,823,0
"390","NC_000913.3",4115935,4118989,3055,824,0
"391","NC_000913.3",4127822,4128481,660,826,1
"392","NC_000913.3",4152987,4153710,724,831,1
"393","NC_000913.3",4157631,4158486,856,832,0
"394","NC_000913.3",4160030,4171926,11897,834,0.379759603261326
"395","NC_000913.3",4174308,4182596,8289,836,0
"396","NC_000913.3",4185304,4187267,1964,838,0
"397","NC_000913.3",4205677,4213332,7656,842,0
"398","NC_000913.3",4223027,4223987,961,845,1
"399","NC_000913.3",4227425,4227764,340,846,0
"400","NC_000913.3",4233318,4233857,540,847,0.207407407407407
"401","NC_000913.3",4244455,4248679,4225,850,0
"402","NC_000913.3",4249325,4249866,542,850,0
"403","NC_000913.3",4251927,4252641,715,851,0
"404","NC_000913.3",4255520,4257979,2460,852,0.660162601626016
"405","NC_000913.3",4259132,4260077,946,852,0
"406","NC_000913.3",4260374,4261206,833,853,0
"407","NC_000913.3",4262608,4264388,1781,853,0
"408","NC_000913.3",4268806,4269838,1033,854,0.743465634075508
"409","NC_000913.3",4272631,4272975,345,855,0
"410","NC_000913.3",4277916,4278524,609,856,0.967159277504105
"411","NC_000913.3",4312668,4313068,401,863,1
"412","NC_000913.3",4330190,4331780,1591,867,0.991829038340666
"413","NC_000913.3",4351261,4351801,541,871,1
"414","NC_000913.3",4366450,4372511,6062,874,0
"415","NC_000913.3",4382153,4382621,469,877,0
"416","NC_000913.3",4383167,4383719,553,877,0
"417","NC_000913.3",4389944,4392823,2880,879,0
"418","NC_000913.3",4393272,4394222,951,879,0
"419","NC_000913.3",4399923,4402528,2606,881,0
"420","NC_000913.3",4402813,4405192,2380,881,0.41218487394958
"421","NC_000913.3",4419643,4420713,1071,885,0
"422","NC_000913.3",4421074,4421631,558,885,0
"423","NC_000913.3",4424293,4425107,815,885,0
"424","NC_000913.3",4425531,4426489,959,886,0
"425","NC_000913.3",4428612,4429053,442,886,1
"426","NC_000913.3",4437917,4438260,344,888,0
"427","NC_000913.3",4438988,4440153,1166,888,0
"428","NC_000913.3",4450237,4450923,687,891,0
"429","NC_000913.3",4455592,4456068,477,892,0
"430","NC_000913.3",4462454,4471464,9011,894,0
"431","NC_000913.3",4483085,4484256,1172,897,0.106655290102389
"432","NC_000913.3",4485017,4487454,2438,898,0.934372436423298
"433","NC_000913.3",4487773,4488564,792,898,0.928030303030303
"434","NC_000913.3",4518069,4518607,539,904,0
"435","NC_000913.3",4519064,4519754,691,904,0
"436","NC_000913.3",4522535,4523078,544,905,1
"437","NC_000913.3",4531625,4532102,478,907,0
"438","NC_000913.3",4551071,4551768,698,911,1
"439","NC_000913.3",4571943,4572723,781,915,0
"440","NC_000913.3",4597790,4600511,2722,920,0.801983835415136
"441","NC_000913.3",4602479,4602816,338,921,0
"442","NC_000913.3",4605165,4611326,6162,922,0.664232392080493
"443","NC_000913.3",4615898,4617672,1775,924,1
"444","NC_000913.3",4619313,4619897,585,924,0.533333333333333
"445","NC_000913.3",4635046,4635961,916,928,1
"446","NC_000913.3",4639328,4641567,2240,929,0
