"","seqnames","start","end","width","5k_mdpt_bin","tu_perc"
"77","NC_000913.3",443641,444057,417,89,0.345323741007194
"78","NC_000913.3",444383,445500,1118,89,0
"79","NC_000913.3",446484,446895,412,90,0
"80","NC_000913.3",461079,466764,5686,93,0.638761871262751
"81","NC_000913.3",467188,468694,1507,94,0.398805573988056
"82","NC_000913.3",472357,473124,768,95,1
"83","NC_000913.3",474542,475489,948,96,0
"84","NC_000913.3",476100,481298,5199,96,0.303135218311214
"85","NC_000913.3",496861,498200,1340,100,0
"86","NC_000913.3",498500,501845,3346,101,0
"87","NC_000913.3",503140,504025,886,101,0
"88","NC_000913.3",504517,505136,620,101,1
"89","NC_000913.3",506832,507522,691,102,0
"90","NC_000913.3",507806,508551,746,102,0.60857908847185
"91","NC_000913.3",511388,511761,374,103,0
"92","NC_000913.3",515593,517239,1647,104,0
"93","NC_000913.3",522860,523251,392,105,0
"94","NC_000913.3",526984,527786,803,106,0
"95","NC_000913.3",528324,529501,1178,106,0
"96","NC_000913.3",538757,539270,514,108,0
"97","NC_000913.3",541524,541942,419,109,0
"98","NC_000913.3",542997,544199,1203,109,0
"99","NC_000913.3",546273,546893,621,110,0
"100","NC_000913.3",563913,565988,2076,113,0
"101","NC_000913.3",567965,569080,1116,114,0
"102","NC_000913.3",569721,572777,3057,115,0
"103","NC_000913.3",573491,574765,1275,115,0
"104","NC_000913.3",576672,578013,1342,116,0
"105","NC_000913.3",578632,580906,2275,116,0
"106","NC_000913.3",581655,584869,3215,117,0
"107","NC_000913.3",585473,587185,1713,118,0
"108","NC_000913.3",603224,603922,699,121,0
"109","NC_000913.3",604227,604795,569,121,0
"110","NC_000913.3",605277,606426,1150,122,0
"111","NC_000913.3",607251,607949,699,122,0
"112","NC_000913.3",608557,610054,1498,122,0
"113","NC_000913.3",617955,619203,1249,124,0.478783026421137
"114","NC_000913.3",634894,635712,819,128,0
"115","NC_000913.3",636406,637918,1513,128,0
"116","NC_000913.3",641212,643544,2333,129,0
"117","NC_000913.3",643770,644449,680,129,0
"118","NC_000913.3",646191,646776,586,130,0
"119","NC_000913.3",651497,652529,1033,131,0
"120","NC_000913.3",655807,664129,8323,132,0
"121","NC_000913.3",679281,679867,587,136,0
"122","NC_000913.3",680220,680768,549,137,0
"123","NC_000913.3",683080,683733,654,137,0
"124","NC_000913.3",686414,688008,1595,138,0
"125","NC_000913.3",707807,710992,3186,142,0.480853735091023
"126","NC_000913.3",715214,716226,1013,144,0.0582428430404738
"127","NC_000913.3",716486,717139,654,144,1
"128","NC_000913.3",720382,721095,714,145,1
"129","NC_000913.3",728697,729489,793,146,0
"130","NC_000913.3",747463,748739,1277,150,0
"131","NC_000913.3",749062,749819,758,150,0
"132","NC_000913.3",752645,753274,630,151,0
"133","NC_000913.3",764449,766113,1665,154,0
"134","NC_000913.3",781542,787816,6275,157,0
"135","NC_000913.3",800224,800749,526,161,0
"136","NC_000913.3",820446,821298,853,165,0.627198124267292
"137","NC_000913.3",837802,838337,536,168,0
"138","NC_000913.3",841398,842255,858,169,0
"139","NC_000913.3",844359,844817,459,169,1
"140","NC_000913.3",857654,858012,359,172,0
"141","NC_000913.3",858937,859428,492,172,0
"142","NC_000913.3",877943,878735,793,176,0
"143","NC_000913.3",879306,879800,495,176,0
"144","NC_000913.3",880323,880862,540,177,0
"145","NC_000913.3",893291,894001,711,179,0
"146","NC_000913.3",899543,900913,1371,181,0
"147","NC_000913.3",916018,916496,479,184,1
"148","NC_000913.3",925067,926798,1732,186,0.0594688221709007
"149","NC_000913.3",940366,941138,773,189,0
"150","NC_000913.3",945212,945875,664,190,0
"151","NC_000913.3",946916,950680,3765,190,0
"152","NC_000913.3",980570,981516,947,197,1
"153","NC_000913.3",982491,986139,3649,197,0
"154","NC_000913.3",986743,987935,1193,198,0
"155","NC_000913.3",1012934,1013665,732,203,1
"156","NC_000913.3",1013854,1016701,2848,204,0.424508426966292
"157","NC_000913.3",1020997,1021514,518,205,1
"158","NC_000913.3",1113307,1114480,1174,223,0
"159","NC_000913.3",1115226,1115666,441,224,0
"160","NC_000913.3",1116580,1116893,314,224,0
"161","NC_000913.3",1117415,1118375,961,224,0
"162","NC_000913.3",1118962,1119590,629,224,0
"163","NC_000913.3",1120567,1121454,888,225,0
"164","NC_000913.3",1140852,1141192,341,229,0
"165","NC_000913.3",1156686,1157977,1292,232,0.0859133126934985
"166","NC_000913.3",1165632,1166113,482,234,0
"167","NC_000913.3",1168758,1169518,761,234,0
"168","NC_000913.3",1179835,1182091,2257,237,0.481612760301285
"169","NC_000913.3",1222887,1224419,1533,245,0
"170","NC_000913.3",1244976,1245444,469,250,0
"171","NC_000913.3",1255721,1256832,1112,252,0.800359712230216
"172","NC_000913.3",1271302,1272318,1017,255,0
"173","NC_000913.3",1306651,1307213,563,262,0.0319715808170515
"174","NC_000913.3",1333518,1333920,403,267,0.166253101736973
"175","NC_000913.3",1342845,1344994,2150,269,0
"176","NC_000913.3",1346480,1347001,522,270,0
"177","NC_000913.3",1397045,1397625,581,280,0
"178","NC_000913.3",1469497,1470438,942,294,0
"179","NC_000913.3",1711941,1712767,827,343,0
"180","NC_000913.3",1764417,1765029,613,353,1
"181","NC_000913.3",1789469,1789774,306,358,0
"182","NC_000913.3",1791206,1792434,1229,359,0
"183","NC_000913.3",1878401,1879358,958,376,0
"184","NC_000913.3",1904827,1909296,4470,382,0
"185","NC_000913.3",1922935,1923516,582,385,0.0996563573883162
"186","NC_000913.3",1945822,1946489,668,390,0
"187","NC_000913.3",1988527,1989734,1208,398,0
"188","NC_000913.3",1990107,1991218,1112,399,0.289568345323741
"189","NC_000913.3",2056477,2057004,528,412,1
"190","NC_000913.3",2057450,2057974,525,412,0.8
"191","NC_000913.3",2085276,2085772,497,418,0
"192","NC_000913.3",2097041,2098526,1486,420,0
"193","NC_000913.3",2099093,2099847,755,420,0
"194","NC_000913.3",2137306,2137945,640,428,0.3171875
"195","NC_000913.3",2139354,2139684,331,428,0
"196","NC_000913.3",2166851,2170399,3549,434,0
"197","NC_000913.3",2196250,2196662,413,440,0
"198","NC_000913.3",2196939,2197610,672,440,0
"199","NC_000913.3",2203860,2204680,821,441,0
"200","NC_000913.3",2210915,2212185,1271,443,1
"201","NC_000913.3",2233573,2234275,703,447,0
"202","NC_000913.3",2276198,2276645,448,456,0
"203","NC_000913.3",2277050,2278646,1597,456,0
"204","NC_000913.3",2285850,2287068,1219,458,0
"205","NC_000913.3",2287355,2289146,1792,458,0
"206","NC_000913.3",2289976,2291773,1798,459,1
"207","NC_000913.3",2303505,2304184,680,461,1
"208","NC_000913.3",2312991,2313458,468,463,1
"209","NC_000913.3",2316444,2317278,835,464,1
"210","NC_000913.3",2322765,2323526,762,465,0
"211","NC_000913.3",2347393,2348195,803,470,0
"212","NC_000913.3",2348569,2350533,1965,470,0
"213","NC_000913.3",2356809,2358055,1247,472,0
"214","NC_000913.3",2361972,2362417,446,473,0
"215","NC_000913.3",2364229,2365311,1083,473,0
"216","NC_000913.3",2365608,2366053,446,474,0
"217","NC_000913.3",2366805,2367130,326,474,0
"218","NC_000913.3",2369087,2370242,1156,474,0
"219","NC_000913.3",2370704,2371459,756,475,0
"220","NC_000913.3",2371758,2372381,624,475,0
"221","NC_000913.3",2372908,2373792,885,475,0
"222","NC_000913.3",2382673,2386260,3588,477,0
"223","NC_000913.3",2386622,2390171,3550,478,0
"224","NC_000913.3",2406782,2407613,832,482,0.930288461538462
"225","NC_000913.3",2413156,2413576,421,483,1
"226","NC_000913.3",2416868,2417554,687,484,0
"227","NC_000913.3",2421178,2421717,540,485,0
"228","NC_000913.3",2422628,2425217,2590,485,1
"229","NC_000913.3",2425712,2428972,3261,486,0.0757436369211898
"230","NC_000913.3",2430611,2431228,618,487,0
"231","NC_000913.3",2455660,2456339,680,492,1
"232","NC_000913.3",2468129,2470952,2824,494,0.12570821529745
"233","NC_000913.3",2471221,2471802,582,495,0
"234","NC_000913.3",2473213,2474284,1072,495,0
"235","NC_000913.3",2474682,2476985,2304,496,0.485243055555556
"236","NC_000913.3",2480624,2481214,591,497,0
"237","NC_000913.3",2483123,2483689,567,497,0
"238","NC_000913.3",2496455,2497061,607,500,0
"239","NC_000913.3",2498220,2498686,467,500,0
"240","NC_000913.3",2507740,2508511,772,502,0
"241","NC_000913.3",2514811,2516350,1540,504,0.7
"242","NC_000913.3",2516793,2517219,427,504,0
"243","NC_000913.3",2522221,2523219,999,505,0.67967967967968
"244","NC_000913.3",2523788,2524352,565,505,0
"245","NC_000913.3",2524708,2525517,810,506,0
"246","NC_000913.3",2526687,2527193,507,506,0
"247","NC_000913.3",2535665,2538668,3004,508,0.657789613848202
"248","NC_000913.3",2543427,2543835,409,509,0.200488997555012
"249","NC_000913.3",2559887,2560908,1022,513,0
"250","NC_000913.3",2561266,2562243,978,513,0
"251","NC_000913.3",2563247,2564501,1255,513,0
"252","NC_000913.3",2575307,2576150,844,516,0
"253","NC_000913.3",2585512,2585828,317,518,0.67192429022082
"254","NC_000913.3",2590707,2591562,856,519,0.323598130841121
"255","NC_000913.3",2592232,2594158,1927,519,1
"256","NC_000913.3",2622984,2625960,2977,525,0.569029224051058
"257","NC_000913.3",2626388,2631807,5420,526,0
"258","NC_000913.3",2633537,2637659,4123,528,0
"259","NC_000913.3",2673174,2673768,595,535,1
"260","NC_000913.3",2678530,2679531,1002,536,0
"261","NC_000913.3",2682729,2683083,355,537,0
"262","NC_000913.3",2683451,2684226,776,537,0
"263","NC_000913.3",2685526,2686499,974,538,1
"264","NC_000913.3",2686950,2687558,609,538,0
"265","NC_000913.3",2691178,2691761,584,539,0
"266","NC_000913.3",2695542,2701111,5570,540,0
"267","NC_000913.3",2701516,2702297,782,541,0
"268","NC_000913.3",2714072,2715865,1794,543,0
"269","NC_000913.3",2716430,2717404,975,544,0.165128205128205
"270","NC_000913.3",2736909,2739108,2200,548,0.972727272727273
"271","NC_000913.3",2740822,2744601,3780,549,0
"272","NC_000913.3",2755882,2762275,6394,552,0.45417578980294
"273","NC_000913.3",2763334,2764330,997,553,0.170511534603811
"274","NC_000913.3",2764801,2767978,3178,554,0
"275","NC_000913.3",2770475,2771129,655,555,0
"276","NC_000913.3",2771484,2772291,808,555,0
"277","NC_000913.3",2773037,2775564,2528,555,0
"278","NC_000913.3",2777518,2778006,489,556,0
"279","NC_000913.3",2783584,2785448,1865,557,0
"280","NC_000913.3",2786003,2786664,662,558,0
"281","NC_000913.3",2788367,2789045,679,558,1
"282","NC_000913.3",2795133,2795760,628,560,0
"283","NC_000913.3",2796621,2797292,672,560,0
"284","NC_000913.3",2798396,2799417,1022,560,0
"285","NC_000913.3",2799870,2800800,931,561,0
"286","NC_000913.3",2804537,2804856,320,561,1
"287","NC_000913.3",2810493,2817624,7132,563,0.457375210319686
"288","NC_000913.3",2831769,2833419,1651,567,0.136886735311932
"289","NC_000913.3",2837922,2838420,499,568,0
"290","NC_000913.3",2839235,2839547,313,568,0
"291","NC_000913.3",2842270,2842690,421,569,1
"292","NC_000913.3",2849858,2850789,932,571,1
"293","NC_000913.3",2854254,2854824,571,571,0.322241681260946
"294","NC_000913.3",2856587,2857259,673,572,1
"295","NC_000913.3",2859137,2867817,8681,573,0
"296","NC_000913.3",2876364,2876814,451,576,0
"297","NC_000913.3",2878479,2879107,629,576,0
"298","NC_000913.3",2879641,2880770,1130,577,0
"299","NC_000913.3",2881025,2883566,2542,577,0
"300","NC_000913.3",2883948,2886189,2242,578,0
"301","NC_000913.3",2886463,2887756,1294,578,0
"302","NC_000913.3",2891916,2892584,669,579,1
"303","NC_000913.3",2894001,2894777,777,579,0.741312741312741
"304","NC_000913.3",2897436,2898156,721,580,0
"305","NC_000913.3",2898565,2907932,9368,581,0.00192143467122118
"306","NC_000913.3",2921946,2922644,699,585,0.304721030042918
"307","NC_000913.3",2924232,2925252,1021,585,0
"308","NC_000913.3",2927564,2928131,568,586,0
"309","NC_000913.3",2930924,2935769,4846,587,0.887329756500206
"310","NC_000913.3",2938381,2943400,5020,589,0.33207171314741
"311","NC_000913.3",2945278,2946045,768,590,0
"312","NC_000913.3",2949025,2952894,3870,591,1
"313","NC_000913.3",2954424,2955711,1288,592,1
"314","NC_000913.3",2955969,2956389,421,592,1
"315","NC_000913.3",2958929,2960058,1130,592,1
"316","NC_000913.3",2969006,2969806,801,594,0
"317","NC_000913.3",2970304,2972937,2634,595,0
"318","NC_000913.3",2975235,2977232,1998,596,0
"319","NC_000913.3",2978547,2980974,2428,596,0
"320","NC_000913.3",2981233,2984445,3213,597,0
"321","NC_000913.3",2986972,2988469,1498,598,0
"322","NC_000913.3",2989191,2996510,7320,599,0
"323","NC_000913.3",2997325,2999357,2033,600,0
"324","NC_000913.3",2999798,3000421,624,601,0
"325","NC_000913.3",3004215,3006684,2470,602,0
"326","NC_000913.3",3007136,3007920,785,602,0
"327","NC_000913.3",3008623,3009112,490,602,0
"328","NC_000913.3",3009875,3010545,671,603,0
"329","NC_000913.3",3011017,3012685,1669,603,0.745356500898742
"330","NC_000913.3",3014281,3017214,2934,604,0
"331","NC_000913.3",3017839,3018188,350,604,0
"332","NC_000913.3",3019122,3019703,582,604,0
"333","NC_000913.3",3020429,3020794,366,605,0
"334","NC_000913.3",3021091,3022461,1371,605,0
"335","NC_000913.3",3023353,3027305,3953,606,0
"336","NC_000913.3",3028043,3028722,680,606,0
"337","NC_000913.3",3029680,3034534,4855,607,0
"338","NC_000913.3",3041005,3041392,388,609,0
"339","NC_000913.3",3042223,3046265,4043,609,0
"340","NC_000913.3",3050698,3051335,638,611,0
"341","NC_000913.3",3056402,3059872,3471,612,0
"342","NC_000913.3",3060257,3061740,1484,613,0
"343","NC_000913.3",3063498,3070796,7299,614,0
"344","NC_000913.3",3071042,3071528,487,615,0
"345","NC_000913.3",3073741,3074350,610,615,1
"346","NC_000913.3",3074571,3075248,678,615,1
"347","NC_000913.3",3077123,3077510,388,616,0.59020618556701
"348","NC_000913.3",3078827,3080006,1180,616,0
"349","NC_000913.3",3086390,3086706,317,618,0
"350","NC_000913.3",3087797,3088469,673,618,0
"351","NC_000913.3",3092844,3093441,598,619,0.540133779264214
"352","NC_000913.3",3093847,3094293,447,619,1
"353","NC_000913.3",3095038,3096743,1706,620,0.813012895662368
"354","NC_000913.3",3097070,3099878,2809,620,0
"355","NC_000913.3",3100349,3102228,1880,621,0.648936170212766
"356","NC_000913.3",3104200,3105012,813,621,0.974169741697417
"357","NC_000913.3",3105329,3105947,619,622,1
"358","NC_000913.3",3106253,3106694,442,622,1
"359","NC_000913.3",3107489,3115100,7612,623,0.332369942196532
"360","NC_000913.3",3116427,3116833,407,624,1
"361","NC_000913.3",3117843,3118348,506,624,1
"362","NC_000913.3",3119049,3119686,638,624,1
"363","NC_000913.3",3121016,3121759,744,625,1
"364","NC_000913.3",3124002,3124517,516,625,1
"365","NC_000913.3",3127892,3128318,427,626,0
"366","NC_000913.3",3128649,3130247,1599,626,0
"367","NC_000913.3",3131124,3134709,3586,627,0.00725041829336308
"368","NC_000913.3",3135126,3141112,5987,628,0.80073492567229
"369","NC_000913.3",3146143,3151391,5249,630,0
"370","NC_000913.3",3151711,3152689,979,631,0
"371","NC_000913.3",3153010,3156084,3075,631,0.698536585365854
"372","NC_000913.3",3156347,3160423,4077,632,0.544518027961737
"373","NC_000913.3",3160921,3161578,658,633,0
"374","NC_000913.3",3163323,3163671,349,633,0
"375","NC_000913.3",3165914,3166284,371,634,0
"376","NC_000913.3",3167713,3168853,1141,634,0
"377","NC_000913.3",3169116,3170015,900,634,0
"378","NC_000913.3",3170279,3170802,524,635,0
"379","NC_000913.3",3171733,3175369,3637,635,0
"380","NC_000913.3",3180508,3186459,5952,637,0
"381","NC_000913.3",3187357,3188097,741,638,0
"382","NC_000913.3",3188696,3189181,486,638,0
"383","NC_000913.3",3189898,3195446,5549,639,0
"384","NC_000913.3",3212158,3217982,5825,644,0.397424892703863
"385","NC_000913.3",3218426,3219746,1321,644,0
"386","NC_000913.3",3220910,3224073,3164,645,0
"387","NC_000913.3",3225738,3226643,906,646,0
"388","NC_000913.3",3227247,3228033,787,646,0
"389","NC_000913.3",3228775,3229149,375,646,0
"390","NC_000913.3",3233229,3234842,1614,647,0
"391","NC_000913.3",3235831,3237041,1211,648,0
"392","NC_000913.3",3237188,3237794,607,648,0
"393","NC_000913.3",3238114,3238637,524,648,0
"394","NC_000913.3",3239327,3242073,2747,649,0.810338551146705
"395","NC_000913.3",3244424,3245259,836,649,0
"396","NC_000913.3",3247216,3253610,6395,651,0.0389366692728694
"397","NC_000913.3",3254071,3255375,1305,651,1
"398","NC_000913.3",3256465,3260289,3825,652,1
"399","NC_000913.3",3261933,3262720,788,653,1
"400","NC_000913.3",3265904,3266461,558,654,0
"401","NC_000913.3",3266814,3270031,3218,654,0
"402","NC_000913.3",3272504,3273891,1388,655,0
"403","NC_000913.3",3274555,3275501,947,656,0
"404","NC_000913.3",3276522,3279035,2514,656,0
"405","NC_000913.3",3281637,3282362,726,657,0
"406","NC_000913.3",3283704,3284920,1217,657,0
"407","NC_000913.3",3285304,3294066,8763,658,0.235992240100422
"408","NC_000913.3",3295142,3308436,13295,661,0.145092139902219
"409","NC_000913.3",3318416,3322025,3610,665,0
"410","NC_000913.3",3330144,3331080,937,667,0
"411","NC_000913.3",3334665,3337362,2698,668,0
"412","NC_000913.3",3345772,3353401,7630,670,0.487418086500655
"413","NC_000913.3",3353777,3354729,953,671,1
"414","NC_000913.3",3359737,3365816,6080,673,0.0370065789473684
"415","NC_000913.3",3366540,3369638,3099,674,0
"416","NC_000913.3",3372465,3378007,5543,676,0
"417","NC_000913.3",3384266,3395171,10906,678,0.348523748395379
"418","NC_000913.3",3404719,3405045,327,681,0
"419","NC_000913.3",3407028,3407592,565,682,1
"420","NC_000913.3",3408301,3418824,10524,683,0
"421","NC_000913.3",3433364,3439880,6517,688,0
"422","NC_000913.3",3453300,3470400,17101,693,0.157534647096661
"423","NC_000913.3",3475891,3476719,829,696,0.129071170084439
"424","NC_000913.3",3477053,3477633,581,696,1
"425","NC_000913.3",3485093,3486496,1404,698,1
"426","NC_000913.3",3486744,3494231,7488,699,0.319845085470085
"427","NC_000913.3",3496648,3497196,549,700,1
"428","NC_000913.3",3497650,3505348,7699,701,0.310819586959345
"429","NC_000913.3",3505695,3516046,10352,703,0.319068778979907
"430","NC_000913.3",3519038,3519346,309,704,0
"431","NC_000913.3",3525560,3526489,930,706,1
"432","NC_000913.3",3528358,3536026,7669,707,0.362367974964141
"433","NC_000913.3",3536345,3537530,1186,708,1
"434","NC_000913.3",3538957,3541175,2219,709,0.914375844975214
"435","NC_000913.3",3541896,3544303,2408,709,0
"436","NC_000913.3",3544712,3548148,3437,710,0
"437","NC_000913.3",3549057,3551594,2538,711,0.216706067769898
"438","NC_000913.3",3552313,3553194,882,711,1
"439","NC_000913.3",3554730,3559613,4884,712,0.280712530712531
"440","NC_000913.3",3563424,3571051,7628,714,1
"441","NC_000913.3",3571467,3575669,4203,715,0.472281703545087
"442","NC_000913.3",3576825,3578049,1225,716,0
"443","NC_000913.3",3578551,3579016,466,716,0
"444","NC_000913.3",3579396,3583550,4155,717,0.107821901323706
"445","NC_000913.3",3584116,3588152,4037,718,0.864751052761952
"446","NC_000913.3",3588475,3594997,6523,719,0.938985129541622
"447","NC_000913.3",3595464,3601275,5812,720,0.0485203028217481
"448","NC_000913.3",3608819,3610545,1727,722,0
"449","NC_000913.3",3611311,3615359,4049,723,0
"450","NC_000913.3",3617803,3619301,1499,724,0
"451","NC_000913.3",3622662,3627501,4840,726,0
"452","NC_000913.3",3630665,3633322,2658,727,0
"453","NC_000913.3",3633563,3635102,1540,727,0
"454","NC_000913.3",3635613,3636197,585,728,0
"455","NC_000913.3",3637268,3637937,670,728,0
"456","NC_000913.3",3639064,3652266,13203,730,0
"457","NC_000913.3",3653070,3655432,2363,731,0
"458","NC_000913.3",3655834,3657140,1307,732,0
"459","NC_000913.3",3657429,3666317,8889,733,0
"460","NC_000913.3",3667237,3670477,3241,734,0
"461","NC_000913.3",3670795,3683887,13093,736,0.321316734132743
"462","NC_000913.3",3684447,3686383,1937,738,1
"463","NC_000913.3",3695404,3704219,8816,740,0.284936479128857
"464","NC_000913.3",3704495,3711159,6665,742,0.253863465866467
"465","NC_000913.3",3711846,3714210,2365,743,0.899788583509514
"466","NC_000913.3",3715549,3716675,1127,744,0
"467","NC_000913.3",3717153,3717582,430,744,0
"468","NC_000913.3",3718701,3719608,908,744,0
"469","NC_000913.3",3720307,3724518,4212,745,0
"470","NC_000913.3",3725036,3728041,3006,746,0.699600798403194
"471","NC_000913.3",3728736,3737738,9003,747,0.00577585249361324
"472","NC_000913.3",3738055,3738998,944,748,0
"473","NC_000913.3",3739420,3743123,3704,749,0
"474","NC_000913.3",3743403,3744947,1545,749,0
"475","NC_000913.3",3745262,3747082,1821,750,0
"476","NC_000913.3",3750412,3753085,2674,751,0
"477","NC_000913.3",3753444,3758840,5397,752,0
"478","NC_000913.3",3759878,3760626,749,753,0
"479","NC_000913.3",3761059,3762245,1187,753,0
"480","NC_000913.3",3765758,3767178,1421,754,0
"481","NC_000913.3",3767583,3770544,2962,754,0.61985145172181
"482","NC_000913.3",3770828,3772463,1636,755,1
"483","NC_000913.3",3773807,3774688,882,755,0.425170068027211
"484","NC_000913.3",3775020,3777823,2804,756,0
"485","NC_000913.3",3778823,3785384,6562,757,0.331758610179823
"486","NC_000913.3",3788132,3791517,3386,758,0
"487","NC_000913.3",3791941,3794183,2243,759,0.992866696388765
"488","NC_000913.3",3794556,3805626,11071,761,0.151205853129799
"489","NC_000913.3",3807336,3812761,5426,763,0.182639144858091
"490","NC_000913.3",3814232,3818990,4759,764,0
"491","NC_000913.3",3821051,3822159,1109,765,1
"492","NC_000913.3",3823897,3849366,25470,768,0.193168433451119
"493","NC_000913.3",3850589,3851580,992,771,0
"494","NC_000913.3",3852729,3854669,1941,771,0
"495","NC_000913.3",3855114,3879729,24616,774,0.2604403639909
"496","NC_000913.3",3888008,3889551,1544,778,0
"497","NC_000913.3",3889871,3916243,26373,781,0.177188791567133
"498","NC_000913.3",3922412,3923930,1519,785,0
"499","NC_000913.3",3925597,3927368,1772,786,0.674379232505643
"500","NC_000913.3",3928194,3934663,6470,787,0.450540958268934
"501","NC_000913.3",3934985,3935509,525,788,0
"502","NC_000913.3",3952033,3955682,3650,791,0.784931506849315
"503","NC_000913.3",3955948,3964940,8993,793,0.486489491826977
"504","NC_000913.3",3967472,3968145,674,794,1
"505","NC_000913.3",3974731,3976184,1454,796,1
"506","NC_000913.3",3976482,3982012,5531,796,0.404447658651238
"507","NC_000913.3",3982932,3989538,6607,798,0.873164825185409
"508","NC_000913.3",3990702,3991205,504,799,1
"509","NC_000913.3",3993016,3993741,726,799,0
"510","NC_000913.3",3994021,3994954,934,799,0
"511","NC_000913.3",3996357,4013409,17053,801,0.214683633378291
"512","NC_000913.3",4014939,4016550,1612,804,0
"513","NC_000913.3",4021126,4030970,9845,806,0.804977145759269
"514","NC_000913.3",4045535,4056830,11296,811,0.236278328611898
"515","NC_000913.3",4057975,4058657,683,812,0.407027818448023
"516","NC_000913.3",4060050,4065923,5874,813,0
"517","NC_000913.3",4066300,4067470,1171,814,0
"518","NC_000913.3",4067991,4082110,14120,816,0.327620396600567
"519","NC_000913.3",4082449,4082986,538,817,0
"520","NC_000913.3",4086774,4089706,2933,818,0
"521","NC_000913.3",4092146,4093632,1487,819,0
"522","NC_000913.3",4096933,4100829,3897,820,0
"523","NC_000913.3",4101199,4116266,15068,822,0
"524","NC_000913.3",4116644,4119463,2820,824,0
"525","NC_000913.3",4120085,4120676,592,825,0
"526","NC_000913.3",4128087,4128784,698,826,1
